DEPARTMENT OF TRANSPORTATION,USA,Federal Register,5731502faa071b0b36f3da20b0cb1871764999ec.txt,https://api.govinfo.gov/packages/FR-2017-01-24/granules/2017-01449/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-24,2017-01449,Federal,"This notice announces final environmental actions taken by the Federal Transit Administration (FTA) for projects in Phoenix, Arizona and New York, New York. The purpose of this notice is to announce publicly the environmental decisions by FTA on the subject projects and to activate the limitation on any claims that may challenge these final environmental actions.",Limitation on Claims Against Proposed Public Transportation Projects,https://api.govinfo.gov/packages/FR-2017-01-24/granules/2017-01449/summary?api_key=
DEPARTMENT OF DEFENSE,USA,Federal Register,bb327342c8d72b0364387179494c960e0877e240.txt,https://api.govinfo.gov/packages/FR-2017-01-24/granules/2017-01477/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-24,2017-01477,Federal,"Pursuant to the Privacy Act of 1974 notice is hereby given that the Department of the Army proposes to alter a system of records, A0350-1b TRADOC, entitled ``Army Career Tracker (ACT),'' last published at 76 FR 26714 on May 9, 2011. The Army Career Tracker (ACT) exists to enable Soldiers and Army civilians world-wide with career development and transition resources. ACT provides users with a more efficient and effective way to monitor their career development while allowing leaders to track and advise subordinates on personalized leadership development. As a leader development tool, it integrates data on training, education, and experiential learning from a number of source systems into one personalized and easy-to-use interface. ACT allows supervisors to track and advise employees on their leadership development and allows career program managers the ability to reach their geographically dispersed careerists. The Total Army Sponsorship Program is also administered through ACT. The sponsorship program provides Soldiers and Army civilians and their families with resources to facilitate their transition and/or relocation between commands and duty assignments. This alteration to the system of records notice incorporates the applicable DoD Routine Uses in the notice to provide clarity for the public. The categories of individuals has been updated to reflect the inclusion of Army Reserve, Guard, and Reserve Officer Training Corps personnel. The category of records was expanded to cover data that is collected and used in support of the Total Army Sponsorship Program. Further, the authorities were updated to cite the specific sections of the United States Code and identify the DoD issuances that implement the program. The purpose has been revised to clarify the use and description of these records. The systems that are data sources or interface with ACT have been denoted in the records source categories. Lastly, administrative corrections were made to the system location, retrievability, safeguards, system manager and address, notification and record access procedures, and contesting records procedures.",Privacy Act of 1974; System of Records,https://api.govinfo.gov/packages/FR-2017-01-24/granules/2017-01477/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,f4ad145406a7904b7a87f50b8ef46a2a124c3230.txt,https://api.govinfo.gov/packages/FR-2017-01-24/granules/2017-01506/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-24,2017-01506,Federal,"The OCS, USDA announces a Visioning of U.S. Agriculture Systems for Sustainable Production Listening Session for those interested in the long-term health and viability of U.S. Agriculture and for concurrently improving the economic, environmental, security, and health benefits to the U.S. through agriculture over the next 50 years.","Visioning of United States, (U.S.) Agricultural Systems for Sustainable Production Stakeholder Listening Session Meeting",https://api.govinfo.gov/packages/FR-2017-01-24/granules/2017-01506/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,1a771ccad8b6d50abbb625d3f1f82ec20da64b73.txt,https://api.govinfo.gov/packages/FR-2017-01-25/granules/2017-00786/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-25,2017-00786,Federal,"We announce the reduction of the commercial per-trip possession limits for the skate wing and skate bait fisheries for the remainder of the 2016 fishing year, through April 30, 2017. These possession limit reductions are necessary to prevent the seasonal skate wing and skate bait commercial quotas from being exceeded and still allow an opportunity for harvesting the annual total allowable landings. This announcement informs the public that the skate wing and skate bait possession limits are reduced.",Fisheries of the Northeastern United States; Northeast Skate Complex; Adjustment to the Skate Wing and Skate Bait Inseason Possession Limits,https://api.govinfo.gov/packages/FR-2017-01-25/granules/2017-00786/summary?api_key=
DEPARTMENT OF HEALTH AND HUMAN SERVICES,USA,Federal Register,9138c06e9023e765aaaf5a19167c0a53f6e471a3.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01030/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01030,Federal,"The Food and Drug Administration (FDA) is proposing a tobacco product standard that would establish a limit of N-nitrosonornicotine (NNN) in finished smokeless tobacco products. FDA is taking this action because NNN is a potent carcinogenic agent found in smokeless tobacco products and is a major contributor to the elevated cancer risks associated with smokeless tobacco use. Because products with higher NNN levels pose higher risks of cancer, FDA finds that establishing a NNN limit in finished smokeless tobacco products is appropriate for the protection of the public health.",Tobacco Product Standard for N-Nitrosonornicotine Level in Finished Smokeless Tobacco Products,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01030/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,4de3db3a003117129fd30558b0097e5ef88faf32.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2016-31461/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2016-31461,Federal,"PHMSA is amending the pipeline safety regulations to address requirements of the Pipeline Safety, Regulatory Certainty, and Job Creation Act of 2011 (2011 Act), and to update and clarify certain regulatory requirements. Among other provisions, PHMSA is adding a specific time frame for telephonic or electronic notifications of accidents and incidents and adding provisions for cost recovery for design reviews of certain new projects, for the renewal of expiring special permits, and setting out the process for requesting protection of confidential commercial information. PHMSA is also amending the drug and alcohol testing requirements, and incorporating consensus standards by reference for in-line inspection (ILI) and Stress Corrosion Cracking Direct Assessment (SCCDA).","Pipeline Safety: Operator Qualification, Cost Recovery, Accident and Incident Notification, and Other Pipeline Safety Changes",https://api.govinfo.gov/packages/FR-2017-01-23/granules/2016-31461/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,09cf43670a49c3b98bbb9d5ece8238ea105d1e03.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01282/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01282,Federal,The FAA is issuing this notice to advise the public of a meeting of Sixty Ninth Plenary RTCA SC-135 Environmental Testing.,Sixty Ninth Plenary for RTCA SC-135 Environmental Testing,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01282/summary?api_key=
LIBRARY OF CONGRESS,USA,Federal Register,2ad90b54205c2a3f38e2bdd26590dc6f9423593b.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01294/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01294,Federal,"The United States Copyright Office is undertaking a public study to assess the current state of U.S. law recognizing and protecting moral rights for authors, specifically the rights of attribution and integrity. As part of this study, the Office will review existing law on the moral rights of attribution and integrity, including provisions found in title 17 of the U.S. Code as well as other federal and state laws, and whether any additional protection is advisable in this area. To support this effort and provide thorough assistance to Congress, the Office is seeking public input on a number of questions.",Study on the Moral Rights of Attribution and Integrity,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01294/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,22a9ce104ca935314984cc3ab84b279fc78d7eb6.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01372/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01372,Federal,"Flood hazard determinations, which may include additions or modifications of Base Flood Elevations (BFEs), base flood depths, Special Flood Hazard Area (SFHA) boundaries or zone designations, or regulatory floodways on the Flood Insurance Rate Maps (FIRMs) and where applicable, in the supporting Flood Insurance Study (FIS) reports have been made final for the communities listed in the table below. The FIRM and FIS report are the basis of the floodplain management measures that a community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the Federal Emergency Management Agency's (FEMA's) National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report are used by insurance agents and others to calculate appropriate flood insurance premium rates for buildings and the contents of those buildings.",Final Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01372/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,d7bcf8546292263222a77e411c03901488759a18.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01373/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01373,Federal,"Comments are requested on proposed flood hazard determinations, which may include additions or modifications of any Base Flood Elevation (BFE), base flood depth, Special Flood Hazard Area (SFHA) boundary or zone designation, or regulatory floodway on the Flood Insurance Rate Maps (FIRMs), and where applicable, in the supporting Flood Insurance Study (FIS) reports for the communities listed in the table below. The purpose of this notice is to seek general information and comment regarding the preliminary FIRM, and where applicable, the FIS report that the Federal Emergency Management Agency (FEMA) has provided to the affected communities. The FIRM and FIS report are the basis of the floodplain management measures that the community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report, once effective, will be used by insurance agents and others to calculate appropriate flood insurance premium rates for new buildings and the contents of those buildings.",Proposed Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01373/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,8e2d9703b97473cd2524f4b716a1af607e3acb47.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01375/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01375,Federal,"Comments are requested on proposed flood hazard determinations, which may include additions or modifications of any Base Flood Elevation (BFE), base flood depth, Special Flood Hazard Area (SFHA) boundary or zone designation, or regulatory floodway on the Flood Insurance Rate Maps (FIRMs), and where applicable, in the supporting Flood Insurance Study (FIS) reports for the communities listed in the table below. The purpose of this notice is to seek general information and comment regarding the preliminary FIRM, and where applicable, the FIS report that the Federal Emergency Management Agency (FEMA) has provided to the affected communities. The FIRM and FIS report are the basis of the floodplain management measures that the community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report, once effective, will be used by insurance agents and others to calculate appropriate flood insurance premium rates for new buildings and the contents of those buildings.",Proposed Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01375/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,cf1c8c41f9eebfd72a2bd37ff165f9812d3e0ec5.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01374/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01374,Federal,"Flood hazard determinations, which may include additions or modifications of Base Flood Elevations (BFEs), base flood depths, Special Flood Hazard Area (SFHA) boundaries or zone designations, or regulatory floodways on the Flood Insurance Rate Maps (FIRMs) and where applicable, in the supporting Flood Insurance Study (FIS) reports have been made final for the communities listed in the table below. The FIRM and FIS report are the basis of the floodplain management measures that a community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the Federal Emergency Management Agency's (FEMA's) National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report are used by insurance agents and others to calculate appropriate flood insurance premium rates for buildings and the contents of those buildings.",Final Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01374/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,f6fd24209e342de2868edff0bb89f4bfb31ecdc6.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01412/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01412,Federal,"In accordance with the Privacy Act, the United States Department of Agriculture, Office of Inspector General (USDA OIG) publishes this records notice to modify an existing system of records, USDA/OIG-8, the Research Aggregated Data Analysis Repository (RADAR) System, in order to update certain system information, including the system owner, and to clarify the records contained in the system and the purpose of the system.",Privacy Act of 1974; System of Records,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01412/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,42b9d6bfb4edbfb9609574a1b802d2215bd4f1bc.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01343/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01343,Federal,"The Trout Creek Project is proposed to encourage stand health, vigor, species diversity and structural complexity in the Matrix, Adaptive Management Area (AMA), and Riparian Reserves; contribute a variety of sustainable forest products to local markets; increase spatial heterogeneity, including complex early seral habitat, at a landscape scale by mimicking mixed severity fire; improve fire resiliency and strategically manage hazardous fuels in high risk areas that could adversely affect the integrity of adjacent privately owned lands, Late Successional Reserves (LSR), Matrix, AMA, and Riparian Reserve lands and to enhance hardwood habitat and diversity. Proposed activities to achieve the purpose of the project inculde forest management treatments across approximately 1,670 acres (about 4.5% of the analyzed landscape). Treatments include approximately 733 acres of variable forest thinning (including 109 acres of Riparian Reserve thinning) and approximately 101 acres of regeneration harvesting that would include aggregate retention. Additionally, approximately 370 acres of non-commercial treatments are proposed including fall and leave treatments, snag creation, underplanting of native conifers, the planting of special forest products, and the restoration of a 2-acre meadow. Road work would also be part of the actions associated with the proposed activities and would include road maintenance/reconstruction (48.5 miles), temporary road construction (4 miles), new road construction (less than 1 mile), road decommissioning (7 miles) and the expansion or establishment of 2 new rock pits.","Willamette National Forest, Sweet Home Ranger District; Oregon; Trout Creek Project",https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01343/summary?api_key=
DEPARTMENT OF HEALTH AND HUMAN SERVICES,USA,Federal Register,84d52eb5dc44c3d2e3539be2697f4e0b2efd02e4.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01128/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01128,Federal,"The Food and Drug Administration (FDA or we) is announcing the availability of a draft guidance for industry entitled ``Compliance with and Recommendations for Implementation of the Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption for Sprout Operations.'' The draft guidance, when finalized, will help sprout operations subject to FDA's final rule entitled ``Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption'' (the Produce Safety Rule), and primarily focuses on assisting such operations in complying with the sprout-specific requirements in Subpart M (Sprouts) of the Produce Safety Rule. The draft guidance also includes limited discussion on certain other applicable requirements of the Produce Safety Rule. This draft guidance may also be useful to sprout operations that are not subject to the Produce Safety Rule that voluntarily choose to follow the standards established by the rule.","Compliance With and Recommendations for Implementation of the Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption for Sprout Operations; Draft Guidance for Industry; Availability",https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01128/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,883de78b8e0a665d8c3b7f3c832db27325e93c64.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01410/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-01410,Federal,NMFS establishes the annual harvest guideline for the commercial lobster fishery in the Northwestern Hawaiian Islands for calendar year 2017 at zero lobsters.,Pacific Island Fisheries; 2017 Northwestern Hawaiian Islands Lobster Harvest Guideline,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-01410/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,236033b932f4e14fee66fe639f64690a6cca2bd9.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-00559/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-00559,Federal,"We, NMFS, are issuing a final rule to remove the Puget Sound/ Georgia Basin canary rockfish (Sebastes pinniger) Distinct Population Segment (DPS) from the Federal List of Threatened and Endangered Species and remove its critical habitat designation. We proposed these actions based on newly obtained samples and genetic analysis that demonstrates that the Puget Sound/Georgia Basin canary rockfish population does not meet the DPS criteria and therefore does not qualify for listing under the Endangered Species Act (ESA). Following public and peer review of the proposed rule and supporting scientific information, this final rule implements the changes to the listing and critical habitat for canary rockfish. We also update and amend the listing description for the Puget Sound/Georgia Basin yelloweye rockfish (S. ruberrimus) DPS based on a geographic description to include fish within specified boundaries. Further, although the current listing description is not based on boundaries, with this final rule we are also correcting a descriptive boundary for the DPS depicted on maps to include an area in the northern Johnstone Strait and Queen Charlotte Channel in waters of Canada consistent with newly obtained genetic information on yelloweye rockfish population grouping. We also update and amend the listing description for the bocaccio DPS based on a geographic description and to include fish within specified boundaries.","Endangered and Threatened Species; Removal of the Puget Sound/Georgia Basin Distinct Population Segment of Canary Rockfish From the Federal List of Threatened and Endangered Species and Removal of Designated Critical Habitat, and Update and Amendment to the Listing Descriptions for the Yelloweye Rockfish DPS and Bocaccio DPS",https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-00559/summary?api_key=
DEPARTMENT OF LABOR,USA,Federal Register,c51530738101c9d86dd324b0e28282446de7ac87.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-00832/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-00832,Federal,"The Mine Safety and Health Administration's final rule amends the Agency's standards for the examination of working places in metal and nonmetal mines. This final rule requires that an examination of the working place be conducted before miners begin working in that place, that operators notify miners in the affected areas of any conditions found that may adversely affect their safety or health, that operators promptly initiate corrective action, and that a record be made of the examination. The final rule also requires that the examination record include: The name of the person conducting the examination, the date of the examination, the location of all areas examined, a description of each condition found that may adversely affect the safety or health of miners, and the date of the corrective action. In addition, the final rule requires that mine operators make the examination record available for inspection by authorized representatives of the Secretary and miners' representatives and provide a copy upon request.",Examinations of Working Places in Metal and Nonmetal Mines,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-00832/summary?api_key=
FEDERAL RESERVE SYSTEM,USA,Federal Register,d116bf47aea1b9424493e011fd1d144c6c2f47aa.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-00613/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-00613,Federal,"The Board of Governors of the Federal Reserve System (``Board'') is amending Regulation D (Reserve Requirements of Depository Institutions) to revise the rate of interest paid on balances maintained to satisfy reserve balance requirements (``IORR'') and the rate of interest paid on excess balances (``IOER'') maintained at Federal Reserve Banks by or on behalf of eligible institutions. The final amendments specify that IORR is 0.75 percent and IOER is 0.75 percent, a 0.25 percentage point increase from their prior levels. The amendments are intended to enhance the role of such rates of interest in moving the Federal funds rate into the target range established by the Federal Open Market Committee (``FOMC'' or ``Committee'').",Regulation D: Reserve Requirements of Depository Institutions,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-00613/summary?api_key=
FEDERAL RESERVE SYSTEM,USA,Federal Register,acff061cef14478540de49cbd4c287cecf83c545.txt,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-00612/htm?api_key=tukExmaroLjULdfyyQqkppYYMrOBBJJglb5bp6zq,Regulatory Information,2017-01-23,2017-00612,Federal,The Board of Governors of the Federal Reserve System (``Board'') has adopted final amendments to its Regulation A to reflect the Board's approval of an increase in the rate for primary credit at each Federal Reserve Bank. The secondary credit rate at each Reserve Bank automatically increased by formula as a result of the Board's primary credit rate action.,Regulation A: Extensions of Credit by Federal Reserve Banks,https://api.govinfo.gov/packages/FR-2017-01-23/granules/2017-00612/summary?api_key=
