,India,India Code,254be39229f2d89a1b72ee5d93d6fba57ca9f879.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppv%26amp%3Bfr_%28amendment_in_rules_relating_to_onsite_dus_testing%29_rules%2C_2010.pdf,Rule,03-12-2010,,Federal,,"Protection of Plant Varieties and Farmers' Rights (Amendment) Rules, 2010.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,26db1228ecb0910528594d64b3de4b645fb0e25a.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppv%26amp%3Bfr_reward_and_recognition_from_gene_fund_2012_sw-min.pdf,Rule,31-07-2012,,Federal,,"Protection of Plant Varieties and Farmers” Rights (Recognition and Reward from the Gene Fund) Rules, 2012.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,964a51eba8a9c8c94d160e77c180c62327f1e1a7.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppvfr_amendment_in_rules_relating_to_production_an_sw.pdf,Rule,17-12-2012,,Federal,,"Protection of Plant Varieties and Farmers’ Rights (Second Amendment) Rules, 2012.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,cc85e62e2a2da4b3adf8b10f64d67f955c264de6.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppvfr_amendment_relating_to__annual_statement_rule_sw.pdf,Rule,17-12-2012,,Federal,,"Protection of Plant Varieties and Farmers' Rights (Amendment) Rules, 2012.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,ece8d022918b015663f77cbd33a2c44241683d84.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=use_of_denomination_rules_2012_sw.pdf,Rule,17-12-2012,,Federal,,"Protection of Plant Varieties and Farmers' Rights (Use of Denomination of Registered Variety) Rules, 2012.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,648b68be2405b856063c054f31720f5799e4da2c.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppv%26amp%3Bfr_%28amendment_relating_to_application_form_for_registration_of_farmers_varieties%29_rules_2013.pdf,Rule,20-02-2013,,Federal,,"Protection of Plant Varieties and Farmers' Rights (Amendment) Rules, 2013.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,4b6d7d9f46deea95d3395da994ef2a6c298aac94.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppvfr_%28amendment_in_rules%2C_regulations%29_2015.pdf,Rule,15-06-2015,,Federal,,"Protection of Plant Varieties and Farmers’ Rights (Amendment) Rules, 2015.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,925786886ddfabaf8eb2d75c994d278c128c07f1.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppv%26amp%3Bfr_%28amendment_relating_to_renewal_fee%29_rules_2016.pdf,Rule,19-04-2016,,Federal,,"Protection of Plant Varieties and Farmers’ Rights (Amendment) Rules, 2016.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,d076dff7a8dfff22e04ef74adae0b6e23a1df10c.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppv%26amp%3Bfr_%28community_awards_from_gene_fund%29_rules_2018.pdf,Rule,24-04-2018,,Federal,,"Protection of Plant Varieties and Farmers Rights (Community Award from the Gene Fund) Rules, 2018.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,d3a981e69c9937f92dff26d63e9b57a247951656.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=rule&filename=ppvfr_second_amendment_rule_2009_sw.pdf,Rule,27-12-2018,,Federal,,Protection of Plant Varieties and Farmers” Rights (Second Amendment) Rules 2009,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,d92289c1778e4bde7382f6205132cb750f3e31d6.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=regulation&filename=regulation_2006_s.pdf,Regulation,07-12-2006,,Federal,,Protection of Plant Varieties and Farmers Rights Regulations 2006,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,bd487edc33dcd3de5b40e6e701a392630243bc95.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=regulation&filename=ppvfr_regulation_2009_sw.pdf,Regulation,30-06-2009,,Federal,," Protection of Plant Varieties and Farmers Rights (Criteria for Distinctiveness, Uniformity and Stability for Registration) Regulations. 2009",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,8b149441d9afd596c3fb0066886c1d1a5ec0988d.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=regulation&filename=ppv%26amp%3Bfr_%28amendment_relating_to_application_form_for_registration_of_new_extant_and_edv%29_rules_2013.pdf,Regulation,20-02-2013,,Federal,,"Protection of Plant Varieties and Farmers' Rights (Amendment) Regulations, 2013.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,994f79f7a25befbdb182583df27410b648abfa55.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_establishing_ppvfr_authority_sw.pdf,Notification,11-11-2005,,Federal,,S.O. 1589 (E). Notification establishing PPVFR_Authority_sw,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,75a8b8212ab321ea2bbc7f97095a94746ccd7661.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_annual_fee_sw.pdf,Notification,26-08-2009,,Federal,,S.O. 2182(E) Notification_of_Annual_Fee_sw,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,680eebe292bd19ac6afe21331ffe467d6bed2427.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_relating_to_bodies_to_which_certificate_of_registration_has_to_be_endorsed.pdf,Notification,18-08-2011,,Federal,,S.O. 1912(E). Notification relating to bodies to which certificate of registration has to be endorsed,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,fa05fa4fb284d29964136c6f0cedeb595a9cee32.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_relating_to_jurisdiction_of_branch_of_sw.pdf,Notification,27-04-2012,,Federal,,S.O 929(E) Notification_relating_to_Jurisdiction_of_Branch_Of_sw,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,aece527699b294bbe80346b523cadf9c38f3e992.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_documents_to_be_kept_in_branch_off_sw_searchable.pdf,Notification,17-12-2012,,Federal,,S.O 2931 (E) Notification_of_documents_to_be_kept_in_Branch_off_sw,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,1c467f3f55a9fc18085800c635704ec2f8fd2a14.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_relating_to_reduction_of_annual_fee_in_farmers_variety_rupees_ten_only.pdf,Notification,15-06-2015,,Federal,,S.O. 1598(E).Notification relating to reduction of annual fee in farmers variety Rupees Ten Only,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,18fd97af9cb29aab4b3f64dd7b2927a30a14b38e.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_relating_to_appointment_of_non-official_members_of_ppv%26amp%3Bfr_authority.pdf,Notification,30-09-2016,,Federal,,S.O. 3094(E) Notification relating to appointment of non-official members of PPV&FR Authority,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,2d6f4a4eb85c3c090f0547a1e254b25839c14182.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_jurisdiction_of_branch_office_at_palampur%2C_pune_and_shivamogga.pdf,Notification,19-01-2017,,Federal,,"S.O. 182(E) Notification of jurisdiction of Branch Office at Palampur, Pune and Shivamogga",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,85d77cd7aafdf453611d5e26c2399ce8f6f38267.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_140_crop_species.pdf,Notification,12-05-2017,,Federal,,S.O. 1536(E) Notification of 140 crop species,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,1888d26813aee23eda1f957099215ab78eac63ac.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_cashew_and_arecanut.pdf,Notification,23-10-2017,,Federal,,S.O. 3406(E). Notification of Cashew and Arecanut,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,93ee0d7db002ffedce04307ff1ee6451373ee25b.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_chironji%2C_tamarind_sweet_potato%2C_cassava_and_poplar.pdf,Notification,09-01-2018,,Federal,,"S.O. 133(E). Notification of Chironji, Tamarind Sweet Potato, Cassava and poplar",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,a4d3f9ed59680f6e79f95d18bbdcb2a7039a4db7.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_dr._k.v._prabhu_as_chairperson.pdf,Notification,01-03-2018,,Federal,,S.O. 908(E). Notification of Dr. K.V. Prabhu as Chairperson,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,0c3d03779a9de0f776c55c2f127ec1851ad9d657.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_9_crop_species.pdf,Notification,11-07-2018,,Federal,,S.O. 3396(E). Notification of 9 crop species,https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,cd1d83387de243c14732c513b34419510933f669.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_23_31_00002_200153_1517807322692&type=notification&filename=notification_of_dr._onkar_nath_singh_as_technical_member%2C_pvpat.pdf,Notification,20-07-2018,,Federal,,"S.O. 3547(E). Notification of Dr. Onkar Nath Singh as Technical Member, PVPAT",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
/ Department of Personnel & Administrative Reforms,India,India Code,4f80bbfe4b1e963bd8a344b597bd2c6fb49dd33f.pdf,https://www.indiacode.nic.in/bitstream/123456789/7186/1/1%20of%202001%20%28E%29.pdf#search=null [1950 TO 2021],Act, 2001-01-04, 200101, Karnataka,An Act to provide for reservation of appointments or posts (in civil services of the State) for rural candidates.,"The KARNATAKA RESERVATION OF APPOINTMENTS OR POSTS (IN THE CIVIL SERVICES OF THE STATE) FOR RURAL CANDIDATES ACT, 2000",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,050b6f0282e0c00d9aba1ca5264deeb67dc6627a.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_KA_71_412_00015_KARNATAKA ACT NO. 1 of 2001 _1542867187481&type=notification&filename=notification_%281_of_2001.pdf,Notification,30-01-2001,, Assam,,"ಅಧಿಸೂಚನೆ ಸಂಖ್ಯೆ: ಸಿಆಸುಇ 01 ಸೆನನಿ 2000 (ಭಾಗ 3),",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
/ Department of Law,India,India Code,7c4922f3d32071f69f0799c092b6ba3ddbce4ad5.pdf,https://www.indiacode.nic.in/bitstream/123456789/5879/1/Odisha%20Rural%20ProductionAct.pdf#search=null [1950 TO 2021],Act, 1992-12-26, 199236, Odisha,,"The Odisha Rural Employment, Education and Production Act, 1992",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
/ Department of Industries and Mines Department,India,India Code,221fd2bd0f2028bfbd8c50ac95df863ea04d1945.pdf,https://www.indiacode.nic.in/bitstream/123456789/4686/1/mineralrights.pdf#search=null [1950 TO 2021],Act, 1985-08-03, 198519, Gujarat,,"The Gujarat Mineral Rights Tax Act, 1985",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
"/ Department of Revenue and Disaster Management Department, Government of Tamil Nadu",India,India Code,a2c332fac5230bf839f08daacb380f80fc8d9583.pdf,https://www.indiacode.nic.in/bitstream/123456789/15612/1/%281%29_tamil_nadu_cultivating_tenants_protection_act_1955.pdf#search=null [1950 TO 2021],Act, 1954-03-31, 195525, Tamil Nadu,"This Act may be called the Tamil Nadu Cultivating  Tenants Protection Act, 1955.","The TAMIL NADU CULTIVATING TENANTS PROCECTION ACT, 1955 ACT XXV OF 1955",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,a3b0e5ced102bc2ee4ba39d4e9c1638a65601648.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_TN_85_245_00002_00002_1601288467100&type=rule&filename=%282%29_the_tamil_nadu_cultivating_tenants_protection_rules_1955.pdf,Rule,31-03-1954,, Tamil Nadu,,"THE TAMIL NADU CULTIVATING TENANTS PROTECTION RULES, 1955",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
 Ministry of Finance/ Department of Economic Affairs,India,India Code,4518b6d2c641e321559b6747235b9af7199e6e63.pdf,https://www.indiacode.nic.in/bitstream/123456789/2112/1/201111.pdf#search=null [1950 TO 2021],Act, 2011-09-01, 201111,Federal,"An Act to consolidate the laws relating to coinage and the Mints, the protection of coinage and to provide for the prohibition of melting or destruction of coins and prohibit the making or the possession thereof for issue and for matters connected therewith or incidental thereto.","The Coinage Act, 2011",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,3b00cca65289cd5e691e46f8e232032efa67ae59.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=cag.pdf,Rule,09-11-2011,,Federal,,"	the Coinage (Issue of Commemorative coins on the occasion of 150th year of the Comptroller and Auditor General of India) Rules, 2011.",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,e67a01d099e40a9d660d43ca84e5e3b5f7823524.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=mmm.pdf,Rule,16-12-2011,,Federal,," the Coinage (Issue of Commemorative coins on the occasion of 150th Birth Anniversary of Madan Mohan Malaviya) Rules, 2011",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,cdd885ddf025ad200adddcb116998ff8b98dc4d0.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=kolkatamint_sw.pdf,Rule,28-03-2012,,Federal,,"the coinage of the Sixty Rupees and Five Rupees coined to Commemorate the Occasion of  60th Year of India Government Mint, Kolkata",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,b0852ccf21190f260ca132fc70278fb05cccac35.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=60parl_sw.pdf,Rule,10-05-2012,,Federal,,"these rules may be called the coinage of Ten Rupees and five Rupees coins to commemorate the occasion of 60 years of the parliament of India, Rules, 2012",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,d3a6378a68c30593188b9b4804b4657358930234.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=icp2.pdf,Rule,20-06-2012,,Federal,,"the Coinage of One Hundred Fifty Rupees and Five Rupees Coins to commemorate the occasion of 150th Birth Anniversary of Motilal Nehru, Rules, 2012",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,b13f3b2c9a63b1b40a63e7b991290c013058a71f.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=gazette_notification_kuka_rebellion_23_aug_2012_searchable.pdf,Rule,23-08-2012,,Federal,,"the Coinage of One Hundred Rupees and Five Rupees Coins to commemorate the occasion of 150 Years of Kuka Movement, Rules 2012",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,ebcb3e84bea855fe1362d915be4961dbb7d199e8.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=gazette_notification_of_sri_mata_vaishno_devi_shri_searchable_14_sept_2019.pdf,Rule,14-09-2012,,Federal,,"The coinage of the Twenty Five Rupees, Ten Rupees and Five Rupees Coinsto commemorate the occasion of SILVER JUBILEE OF SHRI MATA VAISHNO DEVI SHRINE BOARD, rules, 2012",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,683992ddd8108cba2c888d0299d6f4e0f976217a.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=abulkalam.pdf,Rule,14-10-2013,,Federal,,"The Coinage of Twenty Rupees and Five Rupees coins to commemorate the Occasion of 125th Birth Anniversary of Maulana Abul Kalam Azad, Rules, 2013",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,479b78a9ff91c6b8b9e40a56acaa0c6eb3f6ae35.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=acharyatulsi.pdf,Rule,18-12-2013,,Federal,,"The Coinage of Twenty Rupees and Five Rupees coins to commemorate the Occasion of Acharya Tulsi Birth Centenary rules, 2013",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,fb538d36b50c8965c44a16d68c84d6ffdf9117f6.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=Gazette+Notification+of+175th+Birth+Anniversary+of+Jamsetji+Nusserwanji+Tata.pdf,Rule,31-01-2014,,Federal,,"“The coinage of One Hundred Rupees and Five Rupees coins to commemorate the occasion of 175th Birth Anniversary of Jamsetji Nusserwanji Tata, Rules, 2014”. ",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,d7c4c45633de3cb4843465557a127238137b00fe.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=coirboard.pdf,Rule,21-02-2014,,Federal,,"The Coinage of Sixty Rupees and Ten Rupees Coins to Commemorate the occasion of Diamond Jubilee of Coir Board Rules, 2014",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,1b801f53528eafd3238c09406fa455c16cfc3a3d.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=komagatamaru.pdf,Rule,26-09-2014,,Federal,,"the Coinage of One Hundred Fifty Rupees and Five Rupees Coins to mark the occasion of CENTENARYCOMMEMORATION OF KOMAGATA MARU INCIDENT, RULES, 2014",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
,India,India Code,1139f730179e8b40ba7779321a101094e99666c4.pdf,https://upload.indiacode.nic.in/showfile?actid=AC_CEN_2_11_00052_201111_1517807327275&type=rule&filename=begam_akhtar.pdf,Rule,01-10-2014,,Federal,,"	the Coinage of One Hundred Rupees and Five Rupees Coins to commemorate the occasion of BIRTH CENTENARY Commemoration of Begum Akhtar Rules, 2014",https://www.indiacode.nic.in/handle/123456789/4934?view_type=search&sam_handle=123456789/2513
