DEPARTMENT OF THE INTERIOR,USA,Federal Register,f01aadd87c1948d6bdbfe67bcd179d770817842a,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00375/htm?api_key=,Regulatory Information,2021-01-12,2021-00375,Federal,"We, the U.S. Fish and Wildlife Service, announce the availability of a draft recovery plan for Jones cycladenia (Cycladenia humilis var. Jonesii), a plant listed as threatened under the Endangered Species Act. We are requesting review and comment from the public on this draft plan. The draft recovery plan includes objective, measurable criteria, and site-specific management actions as may be necessary to remove it from the Federal List of Endangered and Threatened Plants.",Endangered and Threatened Wildlife and Plants; Draft Recovery Plan for Jones Cycladenia,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00375/summary?api_key=
NUCLEAR REGULATORY COMMISSION,USA,Federal Register,79446e44d19a3580413b18208843f0aba141448b,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00334/htm?api_key=,Regulatory Information,2021-01-12,2021-00334,Federal,"The U.S. Nuclear Regulatory Commission (NRC) is issuing Revision 1 to Regulatory Guide (RG) 1.191, ``Fire Protection Program for Nuclear Power Plants During Decommissioning.'' Revision 1 of RG 1.191 addresses new information identified since Revision 0 of this guide was issued. The guidance in Revision 0 of the RG does not include guidance for plants that have transitioned to the National Fire Protection Association (NFPA) Standard 805, ``Performance-Based Standard for Fire Protection for Light Water Reactor Electric Generating Plants,'' 2001 Edition.",Fire Protection Program for Nuclear Power Plants During Decommissioning,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00334/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,4b8f396c0c048ab6313cb7b9da87d98ec5fb6aaa,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2021-00165/htm?api_key=,Regulatory Information,2021-01-08,2021-00165,Federal,"The Agricultural Marketing Service (AMS) is announcing the 2021 fee schedule for official inspection and weighing services performed under the USGSA, as amended, in order to comply with Federal Grain Inspection Service regulations and the Agriculture Reauthorizations Act of 2015. This action publishes the annual review of Schedule A fees calculation and the resulting fees.",Grain Fees for Official Inspection and Weighing Services Under the United States Grain Standards Act (USGSA),https://api.govinfo.gov/packages/FR-2021-01-08/granules/2021-00165/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,45cecba5e74b65aaf534a5c2cdd405e390cd1c3f,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-29008/htm?api_key=,Regulatory Information,2021-01-08,2020-29008,Federal,"We, the National Marine Fisheries Service (NMFS), announce revisions to our December 9, 2014, proposed designation of critical habitat for the Arctic subspecies of the ringed seal (Pusa hispida hispida) under the Endangered Species Act (ESA). The revised proposed designation comprises an area of marine habitat in the Bering, Chukchi, and Beaufort seas. Based on consideration of national security impacts, we also propose to exclude a particular area north of the Beaufort Sea shelf from the designation. We seek comments on all aspects of the revised proposed critical habitat designation and will consider information received before issuing a final designation.",Endangered and Threatened Species; Designation of Critical Habitat for the Arctic Subspecies of the Ringed Seal,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-29008/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,e22a79c9965ce36f313f1e4ca4f3e3aacd037f88,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-29006/htm?api_key=,Regulatory Information,2021-01-08,2020-29006,Federal,"We, the National Marine Fisheries Service (NMFS), propose to designate critical habitat for the Beringia distinct population segment (DPS) of the Pacific bearded seal subspecies Erignathus barbatus nauticus under the Endangered Species Act (ESA). The proposed designation comprises an area of marine habitat in the Bering, Chukchi, and Beaufort seas. We seek comments on all aspects of the proposed critical habitat designation and will consider information received before issuing a final designation.",Endangered and Threatened Species; Designation of Critical Habitat for the Beringia Distinct Population Segment of the Bearded Seal,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-29006/summary?api_key=
FEDERAL RESERVE SYSTEM,USA,Federal Register,8d757e3d9dcab8f79051966d9167f9b156eeb685,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-28755/htm?api_key=,Regulatory Information,2021-01-08,2020-28755,Federal,"The Board of Governors of the Federal Reserve System (``Board'') proposes to amend its Regulation D (Reserve Requirements of Depository Institutions) to eliminate references to an ``interest on required reserves'' rate and to an ``interest on excess reserves'' rate and replace them with a reference to a single ``interest on reserve balances'' rate. The Board also proposes to simplify the formula used to calculate the amount of interest paid on balances maintained by or on behalf of eligible institutions in master accounts at Federal Reserve Banks, and to make other conforming changes.",Regulation D: Reserve Requirements of Depository Institutions,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-28755/summary?api_key=
COUNCIL ON ENVIRONMENTAL QUALITY,USA,Federal Register,f1ef9f87884050142caef17c83df766d4bcf7dbb,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-28881/htm?api_key=,Regulatory Information,2021-01-08,2020-28881,Federal,"Pursuant to Executive Order (E.O.) 13891, ``Promoting the Rule of Law Through Improved Agency Guidance Documents,'' this final rule establishes the process that the Council on Environmental Quality (CEQ) will follow for issuing guidance documents. E.O. 13891 requires Federal agencies to finalize regulations or amend existing regulations to establish processes and procedures for issuing guidance documents.",Guidance Document Procedures,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-28881/summary?api_key=
GULF COAST ECOSYSTEM RESTORATION COUNCIL,USA,Federal Register,9818dfed60245e440e9f511cd5bfd359f09fb67f,https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-27613/htm?api_key=,Regulatory Information,2021-01-08,2020-27613,Federal,"The Gulf Coast Ecosystem Restoration Council (Council) publishes this rule to amend the Council's regulation on the Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards, to align with the Office of Management and Budget's (OMB) recent amendments to its regulations on Grants and Agreements.","Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards",https://api.govinfo.gov/packages/FR-2021-01-08/granules/2020-27613/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,2d5297362f6a1d680fef92d87e09d84015a26b03,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2021-00289/htm?api_key=,Regulatory Information,2021-01-11,2021-00289,Federal,"The Rural Housing Service (Agency), an Agency of the United States Department of Agriculture (USDA), announces the acceptance of applications under the Rural Community Development Initiative (RCDI) program for fiscal year (FY) 2021. These grants will be made to qualified intermediary organizations that will provide financial and technical assistance to recipients to develop their capacity and ability to undertake projects related to housing, community facilities, or community and economic development that will support the community. Applicants must provide matching funds in an amount at least equal to the Federal grant. Successful applications will be selected by the Agency for funding and subsequently awarded from funds appropriated for the RCDI program. The Agency will publish the amount of funding on its website at https://www.rd.usda.gov/newsroom/notices-solicitation- applications-nosas.",Rural Community Development Initiative (RCDI) for Fiscal Year 2021,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2021-00289/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,b3115b9242af71784c746873249349341db528f6,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2021-00290/htm?api_key=,Regulatory Information,2021-01-11,2021-00290,Federal,"This Notice announces that the Rural Housing Service (Agency) is accepting Fiscal Year (FY) 2021 applications for the Community Facilities Technical Assistance and Training (TAT) Grant program. The Agency will publish the amount of funding received in the final appropriations act on its website at https://www.rd.usda.gov/newsroom/ notices-solicitation-applications-nosas. Awards will be made from available funding on or before September 15, 2021.",Community Facilities Technical Assistance and Training Grant for Fiscal Year 2021,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2021-00290/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,a81580a6d598aec54136b2bd8f4785c28bd651ac,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2021-00234/htm?api_key=,Regulatory Information,2021-01-11,2021-00234,Federal,"The Agriculture Act of 2018 (2018 Farm Bill) re-authorized the Strategic Economic and Community Development (SECD) priority with some modifications. Section 6401 of the 2018 Farm Bill enables the Secretary of Agriculture to prioritize projects that support multi-jurisdictional and multi-sectoral strategic community investment plans, recently included in the existing regulation In Fiscal Year (FY) 2021, the Agency implements SECD through reserving funds from covered program's appropriations. The purpose of this notice is to provide requirements to applicants submitting applications for the covered programs' reserved funds and to establish the above mentioned priority.",Notice of Solicitation of Applications (NOSA) for the Strategic Economic and Community Development Program for Fiscal Year (FY) 2021,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2021-00234/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,3bd16e4b537aac77ff5b797c31c4521cc5bec0c1,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2020-28585/htm?api_key=,Regulatory Information,2021-01-11,2020-28585,Federal,"The Environmental Protection Agency (EPA) is proposing updates and adjustments to the 2018 fees rule established under the Toxic Substances Control Act (TSCA). TSCA requires EPA to review and, if necessary, adjust the fees every three years, after consultation with parties potentially subject to fees. This document describes the proposed modifications to the TSCA fees and fee categories for fiscal years 2022, 2023 and 2024, and explains the methodology by which these TSCA fees were determined. EPA is proposing to add three new fee categories: A Bona Fide Intent to Manufacture or Import Notice, a Notice of Commencement of Manufacture or Import, and an additional fee associated with test orders. In addition, EPA is proposing exemptions for entities subject to certain fee triggering activities; including: An exemption for research and development activities, an exemption for entities manufacturing less than 2,500 lbs. of a chemical subject to an EPA-initiated risk evaluation fee; an exemption for manufacturers of chemical substances produced as a non-isolated intermediate; and exemptions for manufacturers of a chemical substance subject to an EPA- initiated risk evaluation if the chemical substance is imported in an article, produced as a byproduct, or produced or imported as an impurity. EPA is updating its cost estimates for administering TSCA, relevant information management activities and individual fee calculation methodologies. EPA is proposing a volume-based fee allocation for EPA-initiated risk evaluation fees in any scenario where a consortium is not formed and is proposing to require export-only manufacturers to pay fees for EPA-initiated risk evaluations. EPA is also proposing various changes to the timing of certain activities required throughout the fee payment process.",Fees for the Administration of the Toxic Substances Control Act (TSCA),https://api.govinfo.gov/packages/FR-2021-01-11/granules/2020-28585/summary?api_key=
DEPARTMENT OF DEFENSE,USA,Federal Register,486526a94add3c2f56546eabf0f8dcdaf60c8275,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2020-27912/htm?api_key=,Regulatory Information,2021-01-11,2020-27912,Federal,"This final rule removes the U.S. Army Corps of Engineers' part titled Water Resource Policies and Authorities: Corps of Engineers Participation in Improvements for Environmental Quality. Each removed section of this part is out-of-date and redundant of or otherwise covers internal agency operations that have no public compliance component or adverse public impact. Therefore, this part can be removed from the Code of Federal Regulations (CFR).",Water Resource Policies and Authorities: Corps of Engineers Participation in Improvements for Environmental Quality,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2020-27912/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,a7bb3383c1d9bf0ce4b64c229fb28e489e7574ce,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00398/htm?api_key=,Regulatory Information,2021-01-12,2021-00398,Federal,"Comments are requested on proposed flood hazard determinations, which may include additions or modifications of any Base Flood Elevation (BFE), base flood depth, Special Flood Hazard Area (SFHA) boundary or zone designation, or regulatory floodway on the Flood Insurance Rate Maps (FIRMs), and where applicable, in the supporting Flood Insurance Study (FIS) reports for the communities listed in the table below. The purpose of this notice is to seek general information and comment regarding the preliminary FIRM, and where applicable, the FIS report that the Federal Emergency Management Agency (FEMA) has provided to the affected communities. The FIRM and FIS report are the basis of the floodplain management measures that the community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report, once effective, will be used by insurance agents and others to calculate appropriate flood insurance premium rates for new buildings and the contents of those buildings.",Proposed Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00398/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,d64bbcef0397632fd469295f2e41bdd2f3ad066f,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00399/htm?api_key=,Regulatory Information,2021-01-12,2021-00399,Federal,"Comments are requested on proposed flood hazard determinations, which may include additions or modifications of any Base Flood Elevation (BFE), base flood depth, Special Flood Hazard Area (SFHA) boundary or zone designation, or regulatory floodway on the Flood Insurance Rate Maps (FIRMs), and where applicable, in the supporting Flood Insurance Study (FIS) reports for the communities listed in the table below. The purpose of this notice is to seek general information and comment regarding the preliminary FIRM, and where applicable, the FIS report that the Federal Emergency Management Agency (FEMA) has provided to the affected communities. The FIRM and FIS report are the basis of the floodplain management measures that the community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report, once effective, will be used by insurance agents and others to calculate appropriate flood insurance premium rates for new buildings and the contents of those buildings.",Proposed Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00399/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,d2abaac69b0be1b1f1a2a666811a7ae995461856,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2021-00409/htm?api_key=,Regulatory Information,2021-01-11,2021-00409,Federal,"The Department of Justice is correcting a final rule that appeared in the Federal Register on December 11, 2020. That document amended Department of Homeland Security and Department of Justice (``the Departments'') regulations governing credible fear determinations. Individuals found to have a credible fear will have their claims for asylum, withholding of removal under Immigration and Nationality or protection under the regulations issued pursuant to the legislation implementing the Convention Against Torture and Other Cruel, Inhuman, or Degrading Treatment or Punishment, adjudicated by an immigration judge within the Executive Office for Immigration Review in streamlined proceedings (rather than under section 240 of the Act). The final rule also specifid what standard of review applies in such streamlined proceedings.",Procedures for Asylum and Withholding of Removal; Credible Fear and Reasonable Fear Review,https://api.govinfo.gov/packages/FR-2021-01-11/granules/2021-00409/summary?api_key=
DEPARTMENT OF HEALTH AND HUMAN SERVICES,USA,Federal Register,2bab88765f58ac6a4ed88871dd2531aee0d755f2,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00443/htm?api_key=,Regulatory Information,2021-01-12,2021-00443,Federal,"HRSA's Federal Office of Rural Health Policy (FORHP) is modifying the definition it uses of rural for the determination of geographic areas eligible to apply for or receive services funded by FORHP's rural health grants. This notice revises the definition of rural and responds to comments received on proposed modifications to how FORHP designates areas to be eligible for rural health grant programs published in the Federal Register on September 23, 2020. After consideration of the public comments received, FORHP is adding Metropolitan Statistical Area (MSA) counties that contain no Urbanized Area (UA) population to the areas eligible for rural health grant programs.",Response to Comments on Revised Geographic Eligibility for Federal Office of Rural Health Policy Grants,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00443/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,cb01942813088afbcbba0a2d5f624e87c8ea36c4,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00324/htm?api_key=,Regulatory Information,2021-01-12,2021-00324,Federal,"This notice announces that pesticide related information submitted to the Environmental Protection Agency (EPA) pursuant to the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA) and the Federal Food, Drug, and Cosmetic Act (FFDCA), including information that may have been claimed as Confidential Business Information (CBI) by the submitter, will be transferred to the U.S. Department of Justice (DOJ) and parties to certain litigation. This transfer of data is in accordance with the CBI regulations governing the disclosure of potential CBI in litigation.",United States Department of Justice and Parties to Certain Litigation; Transfer of Data,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2021-00324/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,6efcc74ed770d3c657cd979ef63e3d94c8ad61cb,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-27833/htm?api_key=,Regulatory Information,2021-01-04,2020-27833,Federal,"We, the U.S. Fish and Wildlife Service (Service), are reclassifying the June sucker (Chasmistes liorus) from endangered to threatened under the Endangered Species Act of 1973, as amended (Act), due to substantial improvements in the species' overall status since its original listing as endangered in 1986. This action is based on a thorough review of the best scientific and commercial data available, which indicates that the June sucker no longer meets the definition of an endangered species under the Act. The June sucker will remain protected as a threatened species under the Act. We are also finalizing a rule under section 4(d) of the Act that provides for the conservation of the June sucker.",Endangered and Threatened Wildlife and Plants; Reclassification of the Endangered June Sucker to Threatened With a Section 4(d) Rule,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-27833/summary?api_key=
FEDERAL COMMUNICATIONS COMMISSION,USA,Federal Register,d7d92882e2f498fb4f79635c57791c065eef333d,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2020-26706/htm?api_key=,Regulatory Information,2021-01-12,2020-26706,Federal,"In this document, the Commission revises its rules to expand the ability of unlicensed white space devices to deliver wireless broadband services in rural areas and areas where fewer broadcast television stations are on the air. The Commission also modifies its rules to facilitate the development of new and innovative narrowband Internet of Things (IoT) devices in TV white spaces. Unlicensed white space devices operate in the VHF and UHF broadcast TV bands, a spectral region that has excellent propagation characteristics that are particularly attractive for delivering wireless communications services over long distances, varying terrain, and into and within buildings. The Commission adopts a number of changes to the white space device rules to spur continued growth of the white space ecosystem, especially for providing affordable broadband service to rural and unserved communities that can help close the digital divide, while at the same time protecting broadcast television stations in the band from harmful interference.",Unlicensed White Space Device Operations in the Television Bands,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2020-26706/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,3e531fd684e9e5985d36d0bec496819996136409,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2020-27983/htm?api_key=,Regulatory Information,2021-01-12,2020-27983,Federal,"Consistent with President Donald J. Trump's July 24, 2020 announcement of a change in U.S. policy regarding the export of Unmanned Aerial Systems (UAS), the Bureau of Industry and Security (BIS) is amending the Export Administration Regulations (EAR) licensing review policy with respect to certain UAS that are controlled for Missile Technology (MT) reasons. UAS that have a range and payload capability equal to or greater than 300 kilometers (km)/500 kilograms (kg) are identified on the Missile Technology Control Regime (MTCR) Annex as Category I items. Pursuant to this amendment, BIS will review export and reexport license applications involving UAS that fall within these parameters and a maximum true airspeed of less than 800 km/hour (hr) for export licensing review purposes on a case-by-case basis under the more flexible review policy generally applied to MTCR Category II items under the EAR. BIS will also review MT items for the design, development, production, or use in such UAS on a case-by-case basis. This policy change reflects a reasonable approach to technological change and the protection of the national security and economic interests of the United States, while simultaneously remaining committed to the MTCR and its core nonproliferation objectives.",Change to the License Review Policy for Unmanned Aerial Systems (UAS) To Reflect Revised United States UAS Export Policy,https://api.govinfo.gov/packages/FR-2021-01-12/granules/2020-27983/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,db991ae1e69ffb38d434f20805c73346db48684a,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-29073/htm?api_key=,Regulatory Information,2021-01-04,2020-29073,Federal,,"Hoosier Energy Rural Electric Cooperative, Inc.; Notice of Filing",https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-29073/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,f1f181a832ca4eb0f2c88f8c9113e0d3124c7831,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-29103/htm?api_key=,Regulatory Information,2021-01-04,2020-29103,Federal,"The Department of Commerce (Commerce) determines that imports of wood mouldings and millwork products (millwork products) from Brazil are not being, or are not likely to be, sold in the United States at less than fair value (LTFV). The period of investigation (POI) is January 1, 2019 through December 31, 2019.",Wood Mouldings and Millwork Products From Brazil: Final Negative Determination of Sales at Less Than Fair Value,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-29103/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,8c292bdfeaab62d095f3ef5e4a0db3eec95fce3c,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-29105/htm?api_key=,Regulatory Information,2021-01-04,2020-29105,Federal,The Department of Commerce (Commerce) determines that countervailable subsidies are being provided to producers and exporters of wood mouldings and millwork products (millwork products) from the People's Republic of China (China).,Wood Mouldings and Millwork Products From the People's Republic of China: Final Affirmative Countervailing Duty Determination,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-29105/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,beb7b720c59f6feba8f8cc0f60021942969e00a9,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-29104/htm?api_key=,Regulatory Information,2021-01-04,2020-29104,Federal,"The Department of Commerce (Commerce) determines that imports of wood mouldings and millwork products (millwork products) from the People's Republic of China (China) are being, or are likely to be, sold in the United States at less than fair value (LTFV). The period of investigation is July 1, 2019 through December 31, 2019.",Wood Mouldings and Millwork Products From the People's Republic of China: Final Affirmative Determination of Sales at Less Than Fair Value,https://api.govinfo.gov/packages/FR-2021-01-04/granules/2020-29104/summary?api_key=
